,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI
1736,26.79,52.83,12.09,35.24,1197.0,15.48,1.01,5.33,50.22,0.87,3.1,95.0
1737,41.28,58.29,18.78,41.03,1322.0,16.06,1.1,4.35,49.07,1.02,3.52,104.0
1738,32.73,70.53,18.64,46.1,1325.0,16.86,1.13,4.22,31.39,1.26,4.65,107.0
1739,27.15,55.82,14.73,33.96,1170.0,14.69,0.92,3.39,37.5,0.95,4.14,85.0
1740,35.57,60.1,26.1,37.6,1286.0,15.03,1.14,4.19,34.78,1.17,3.96,88.0
1741,24.46,39.4,8.65,28.28,861.0,14.09,0.71,3.39,46.65,0.69,2.45,92.0
1742,31.67,46.37,31.34,39.99,1327.0,15.63,0.95,4.97,40.67,0.85,3.57,89.0
1743,73.77,70.64,12.43,36.15,1199.0,18.0,0.87,4.81,34.15,1.01,3.94,146.0
1744,45.16,79.81,12.32,37.89,1222.0,18.91,0.83,3.94,34.94,1.11,3.77,95.0
1745,38.44,75.75,10.61,30.58,1066.0,17.39,0.83,4.47,29.02,0.82,2.56,90.0
1746,20.84,46.8,11.38,23.0,848.0,15.76,0.79,4.48,22.31,0.71,2.0,72.0
1747,22.61,52.98,16.56,26.95,1149.0,17.97,0.85,4.18,20.5,0.96,2.81,73.0
1748,24.94,57.89,16.25,28.5,1137.0,18.72,0.83,4.42,23.94,1.1,3.37,79.0
1749,21.73,57.38,15.17,28.28,1098.0,17.09,0.72,3.85,25.81,1.12,3.51,71.0
1750,19.3,48.38,17.76,27.52,1160.0,17.01,0.85,3.74,20.66,1.1,3.46,75.0
1751,25.83,52.13,11.2,24.42,849.0,15.22,0.71,4.83,24.17,1.05,3.1,69.0
1752,19.25,37.64,9.17,23.99,880.0,13.73,0.72,4.63,20.61,1.33,3.71,71.0
1753,17.2,39.02,6.82,23.31,705.0,13.23,0.52,5.72,26.13,0.89,2.5,56.0
1754,20.71,41.14,15.04,30.13,1154.0,13.8,0.85,5.78,22.97,1.37,4.19,69.0
1755,16.46,35.11,13.68,24.22,963.0,14.84,0.83,5.59,22.81,1.11,3.22,69.0
1756,11.71,35.91,7.89,16.97,581.0,17.04,0.83,6.07,17.5,0.82,2.21,66.0
1757,12.57,46.46,4.34,15.8,429.0,12.27,0.76,6.39,21.49,1.07,1.75,62.0
1758,13.43,42.75,5.68,18.11,567.0,12.32,0.83,6.37,19.33,0.95,1.4,65.0
1759,18.21,47.6,6.8,18.89,615.0,11.69,0.74,5.76,19.0,0.61,1.31,59.0
1760,42.44,74.17,7.74,21.32,703.0,12.84,1.01,5.26,20.17,0.77,1.86,74.0
1761,42.44,78.91,10.63,24.6,870.0,13.82,1.04,5.38,18.21,0.71,2.43,88.0
1762,34.24,78.0,11.34,22.99,896.0,16.13,0.97,6.61,20.89,0.67,2.32,80.0
1763,18.77,42.23,11.91,26.91,1054.0,15.45,0.98,6.42,27.66,0.57,2.12,78.0
1764,18.62,49.95,7.39,24.47,865.0,14.41,0.87,5.73,35.18,0.45,1.93,68.0
1765,27.42,77.15,12.02,25.98,1039.0,14.01,0.9,6.0,41.88,0.47,1.64,84.0
1766,27.1,72.41,12.02,25.19,988.0,16.17,1.08,6.16,30.92,0.57,2.01,77.0
1767,40.0,71.78,11.18,26.32,913.0,18.0,0.99,5.46,34.6,0.89,2.58,89.0
1768,54.83,112.73,20.78,36.74,1280.0,20.29,1.26,5.53,38.89,1.34,3.59,95.0
1769,73.88,144.98,31.44,41.5,1350.0,20.46,1.48,6.15,34.78,1.66,4.33,139.0
1770,94.17,142.05,26.51,38.83,1326.0,20.6,1.36,5.74,55.74,0.98,3.25,169.0
1771,92.21,136.66,28.33,44.07,1349.0,21.68,1.38,5.9,54.15,1.81,5.31,174.0
1772,69.3,110.88,17.73,38.45,1288.0,22.41,1.29,6.55,42.01,1.71,4.44,159.0
1773,47.14,102.59,12.78,35.19,1231.0,20.88,1.07,5.61,41.92,1.59,4.0,116.0
1774,52.86,102.92,11.34,30.63,1042.0,20.13,1.0,5.26,41.1,0.93,3.12,96.0
1775,61.83,117.91,8.64,33.11,1126.0,20.35,0.96,5.67,57.13,0.62,1.86,124.0
1776,27.77,68.96,7.02,26.07,884.0,16.45,1.0,6.13,46.59,0.42,1.39,96.0
1777,30.39,81.26,10.37,28.6,1026.0,17.33,0.93,6.37,43.84,0.66,2.02,83.0
1778,23.32,61.17,11.88,26.92,1053.0,17.36,0.92,6.12,38.82,0.75,2.17,80.0
1779,26.33,65.78,15.95,28.61,1203.0,18.25,1.1,6.02,18.93,0.74,2.54,77.0
1780,20.62,57.92,12.03,26.87,1085.0,17.27,1.01,6.16,21.06,0.69,2.24,82.0
1781,30.7,64.16,10.09,28.0,1113.0,16.75,0.84,6.37,36.16,0.69,1.81,76.0
1782,27.07,61.85,12.69,29.65,1176.0,17.29,1.01,6.8,30.81,0.72,2.18,72.0
1783,20.23,51.01,12.61,26.77,1116.0,16.19,0.96,6.55,25.97,0.66,2.12,74.0
1784,21.12,48.76,13.06,27.06,1097.0,16.37,1.05,6.93,23.22,0.73,2.49,77.0
1785,42.28,78.55,14.45,34.02,1228.0,17.57,1.19,6.68,29.31,0.93,2.93,86.0
1786,44.17,78.49,11.39,32.14,1182.0,15.81,1.06,6.26,32.59,0.73,2.2,96.0
1787,36.68,68.13,9.67,32.05,1138.0,15.22,1.01,6.44,36.87,0.56,1.8,90.0
1788,41.18,71.69,4.45,21.45,610.0,17.36,0.9,6.17,47.58,0.2,0.85,79.0
1789,37.44,69.94,6.37,27.71,946.0,16.71,1.17,6.81,37.89,0.34,3.63,83.0
1790,35.44,72.66,14.25,30.62,1083.0,17.52,1.0,5.87,43.3,7.6,34.24,88.0
1791,33.02,65.25,15.29,35.64,1238.0,17.13,1.22,6.34,34.88,1.29,37.66,89.0
1792,23.08,53.29,13.08,29.76,1144.0,18.19,1.04,6.31,30.99,2.8,29.42,86.0
1793,22.97,61.34,14.39,25.68,1038.0,14.77,1.0,5.38,24.82,0.93,40.69,75.0
1794,23.25,50.92,11.74,22.84,877.0,14.15,1.03,5.46,19.8,0.82,38.94,75.0
1795,13.46,42.5,9.63,20.19,709.0,14.09,0.93,6.35,18.54,0.66,42.98,65.0
1796,13.96,34.67,10.32,21.53,762.0,12.97,0.94,5.99,22.64,0.66,38.23,70.0
1797,27.28,55.3,14.0,27.81,1028.0,13.63,1.11,6.03,28.88,1.15,44.55,76.0
1798,38.2,69.48,9.9,26.87,926.0,13.85,0.96,5.33,44.53,0.73,35.35,86.0
1799,55.45,91.85,12.88,32.39,1121.0,15.19,0.94,6.48,42.62,1.1,37.71,87.0
1800,57.3,96.47,9.71,32.59,1021.0,15.1,0.94,6.69,40.61,0.79,36.06,103.0
1801,39.42,71.64,12.01,32.74,1141.0,14.07,1.05,7.05,30.49,0.97,36.31,89.0
1802,23.79,52.13,8.0,26.15,863.0,12.91,0.95,8.15,28.46,0.67,34.84,68.0
1803,21.29,56.84,10.79,29.26,997.0,13.07,1.03,6.57,29.65,0.78,35.33,70.0
1804,20.31,55.42,9.34,27.3,929.0,12.13,1.02,6.59,33.44,0.65,34.67,74.0
1805,28.62,63.74,9.43,29.94,968.0,15.16,0.84,5.96,31.81,0.81,27.87,73.0
1806,28.93,67.98,8.12,28.49,909.0,12.64,0.91,5.81,37.02,0.68,37.62,77.0
1807,30.65,71.83,8.24,26.71,874.0,13.12,0.94,6.69,35.09,0.59,33.42,74.0
1808,23.6,60.07,9.79,25.5,889.0,12.63,0.97,6.56,28.77,0.69,32.96,74.0
1809,25.33,66.09,7.47,23.85,708.0,12.51,0.78,6.28,34.2,0.55,31.51,68.0
1810,24.25,59.81,11.19,25.62,914.0,12.62,0.91,7.0,30.69,0.71,31.67,69.0
1811,27.65,61.09,11.23,28.51,1012.0,12.28,1.05,6.73,30.3,0.68,32.27,69.0
1812,42.91,84.86,11.5,31.51,1122.0,13.03,1.13,6.79,32.35,0.7,28.05,82.0
1813,38.66,77.48,12.17,30.63,1133.0,12.91,1.16,7.36,26.97,0.7,27.12,85.0
1814,44.46,91.61,13.62,32.5,1195.0,13.8,1.19,5.91,28.4,0.84,29.36,91.0
1815,48.62,89.87,7.89,29.51,941.0,14.47,0.98,6.45,37.53,0.71,31.23,95.0
1816,46.52,84.08,6.3,25.65,821.0,13.5,0.91,6.09,45.17,0.61,35.14,88.0
1817,49.33,89.98,8.39,31.35,1041.0,13.96,1.0,6.11,43.35,0.77,40.0,92.0
1818,35.84,77.13,9.2,29.34,1018.0,13.71,1.13,7.13,37.89,1.06,40.29,89.0
1819,35.48,71.87,7.38,26.59,893.0,14.05,1.03,5.95,32.38,2.22,12.55,76.0
1820,44.27,87.08,7.56,29.46,970.0,14.55,1.03,6.25,43.66,2.08,21.3,95.0
1821,43.32,87.09,9.56,31.24,1072.0,14.71,1.09,6.6,39.42,1.66,41.25,98.0
1822,35.24,70.75,7.86,26.94,906.0,13.37,0.97,7.38,37.81,0.93,44.93,82.0
1823,38.53,73.77,6.56,26.2,844.0,13.02,0.92,7.39,43.5,0.63,23.56,80.0
1824,47.81,77.49,6.4,28.46,907.0,12.91,1.03,8.04,44.92,0.62,24.96,93.0
1825,42.54,84.76,7.92,29.1,895.0,13.75,1.06,7.58,45.78,0.88,27.59,97.0
1826,30.71,70.8,9.03,27.31,863.0,13.01,1.07,8.56,37.39,1.05,36.19,82.0
1827,25.78,62.73,8.81,28.05,983.0,12.4,1.16,7.52,33.11,0.95,34.36,81.0
1828,29.66,69.62,6.62,26.26,871.0,12.87,0.99,6.4,32.98,1.06,29.06,85.0
1829,52.62,106.81,15.46,31.56,1250.0,14.59,1.39,6.94,37.35,1.5,35.36,95.0
1830,52.64,97.94,6.86,29.1,965.0,15.68,1.01,7.01,45.1,1.19,39.99,118.0
1831,24.74,62.08,8.08,27.57,1016.0,13.94,1.09,6.97,25.22,0.69,5.39,81.0
1832,22.52,62.95,10.11,29.93,1052.0,11.75,1.06,7.35,28.66,1.03,16.53,75.0
1833,30.92,74.18,5.8,30.86,936.0,12.61,1.03,6.61,47.48,0.99,15.86,93.0
1834,40.57,85.93,7.15,33.79,1074.0,13.74,1.09,6.01,45.49,0.99,15.04,101.0
1835,39.29,83.02,8.07,36.97,1166.0,14.54,1.05,7.71,39.61,0.83,16.79,94.0
1836,31.1,66.98,6.52,29.13,915.0,13.03,0.89,6.72,40.4,0.79,16.36,78.0
1837,39.5,75.34,7.01,30.57,979.0,14.27,0.97,7.38,37.47,0.81,16.7,79.0
1838,53.93,97.81,10.78,38.77,1242.0,15.06,1.11,6.51,46.68,1.04,19.3,106.0
1839,64.35,108.24,10.27,43.03,1261.0,15.71,1.08,7.03,47.83,1.07,19.47,121.0
1840,45.19,79.82,10.74,35.06,1191.0,13.94,0.93,7.78,55.92,0.75,12.19,111.0
1841,39.36,84.68,7.12,38.18,1200.0,13.75,1.2,7.7,59.83,0.4,1.15,114.0
1842,34.68,85.16,12.3,39.38,1260.0,13.59,1.27,7.3,43.88,0.52,2.73,106.0
1843,26.9,65.04,6.83,26.29,947.0,14.38,0.95,5.81,24.91,0.46,1.65,86.0
1844,26.66,59.29,5.34,23.43,828.0,13.36,0.96,5.8,29.97,0.45,1.05,66.0
1845,34.51,82.12,6.77,33.42,1155.0,14.44,1.07,5.74,35.59,0.47,1.37,81.0
1846,37.86,84.98,6.26,33.67,1106.0,14.19,1.1,6.86,36.29,0.47,1.34,90.0
1847,28.25,71.37,6.1,30.62,1037.0,14.77,1.23,6.35,32.1,0.44,1.31,87.0
1848,41.13,76.02,8.76,30.76,995.0,14.45,1.1,7.64,31.17,0.48,1.4,82.0
1849,42.19,84.68,7.99,39.01,1239.0,13.91,1.22,7.44,29.94,0.5,1.55,108.0
1850,44.82,95.52,10.87,46.43,1305.0,14.99,1.23,6.85,30.14,0.54,1.61,100.0
1851,44.48,93.93,9.21,45.71,1300.0,16.11,1.1,8.32,36.55,0.44,1.37,97.0
1852,45.49,92.25,12.1,41.23,1280.0,17.79,1.24,9.36,42.71,0.39,1.47,98.0
1853,52.63,98.54,6.61,33.37,1136.0,17.5,1.17,13.04,47.28,0.43,1.34,102.0
1854,46.45,100.44,8.04,38.65,1205.0,13.87,0.99,11.45,50.62,0.63,1.8,115.0
1855,43.42,107.2,17.25,47.61,1329.0,14.17,1.19,9.86,37.97,0.81,2.12,112.0
1856,46.36,102.88,5.39,37.62,1162.0,14.39,1.05,8.97,47.97,0.65,4.32,111.0
1857,52.07,105.15,5.09,31.67,1000.0,14.51,1.03,10.3,43.71,0.61,2.24,102.0
1858,35.27,84.84,4.24,24.1,714.0,13.05,0.81,6.12,39.98,0.45,1.6,94.0
1859,33.79,80.75,9.12,34.38,1151.0,12.29,0.96,7.34,32.47,0.43,1.64,79.0
1860,29.27,75.0,7.82,32.2,1108.0,12.05,1.0,6.81,32.0,0.51,4.12,82.0
1861,30.66,74.45,6.88,30.15,1059.0,12.86,1.16,7.47,34.73,0.45,4.91,86.0
1862,43.83,92.77,7.34,35.14,1192.0,13.82,1.11,6.93,41.55,0.34,1.47,96.0
1863,49.51,103.19,5.71,31.27,1061.0,14.44,1.06,8.53,41.16,0.27,2.81,96.0
1864,45.3,106.63,5.64,30.49,1003.0,13.5,0.95,7.2,38.36,0.33,3.37,105.0
1865,52.39,111.14,4.66,25.96,841.0,15.42,1.06,10.99,34.35,0.34,1.56,101.0
1866,35.53,82.96,5.3,26.2,865.0,15.84,1.09,8.07,32.75,0.33,1.89,103.0
1867,33.94,77.23,6.41,28.99,912.0,12.4,1.07,7.08,34.75,1.87,2.29,87.0
1868,32.82,72.71,6.23,28.34,888.0,12.02,0.93,7.06,34.6,2.13,2.7,80.0
1869,37.67,86.81,9.5,37.32,1208.0,12.15,1.06,7.06,34.92,0.62,1.72,84.0
1870,50.47,120.55,15.25,46.46,1301.0,14.09,1.29,6.98,45.01,0.76,1.69,111.0
1871,54.91,129.65,16.22,54.43,1339.0,14.89,1.24,7.48,46.99,0.78,1.54,128.0
1872,45.02,89.03,6.18,36.76,1068.0,13.44,0.99,8.14,49.12,0.51,1.05,120.0
1873,41.66,94.89,14.05,43.77,1276.0,13.41,1.15,9.48,42.21,0.62,1.4,99.0
1874,43.29,105.87,6.85,42.79,1213.0,15.06,1.07,7.44,47.44,0.38,1.09,103.0
1875,55.31,97.46,6.29,36.85,1131.0,15.25,1.28,7.62,49.57,0.4,1.14,101.0
1876,47.86,95.51,7.98,33.04,1125.0,13.9,1.06,5.97,38.42,0.4,2.64,94.0
1877,30.24,72.85,4.56,24.85,869.0,12.05,1.0,6.25,40.89,0.28,1.1,90.0
1878,33.96,82.03,4.67,23.75,840.0,13.04,0.98,6.62,37.76,0.23,1.0,78.0
1879,36.3,85.26,4.15,21.8,732.0,12.61,1.09,5.92,49.19,0.19,1.0,81.0
1880,35.6,82.42,5.07,25.61,921.0,11.92,1.01,5.93,43.59,0.28,1.2,82.0
1881,41.83,97.01,5.0,31.08,1091.0,12.39,1.28,6.01,50.22,0.3,1.4,107.0
1882,47.39,88.67,5.03,27.21,989.0,12.47,0.97,5.38,36.49,0.31,1.15,104.0
1883,39.39,92.84,5.95,31.61,1090.0,12.63,1.16,6.72,41.29,0.27,0.92,112.0
1884,42.58,95.58,5.36,26.77,966.0,12.35,1.06,6.75,46.4,0.25,0.88,98.0
1885,48.75,95.45,5.79,27.79,1006.0,12.22,1.01,6.22,47.04,0.24,1.01,95.0
1886,56.2,89.66,3.51,21.91,640.0,14.37,0.98,7.09,49.93,0.22,0.79,101.0
1887,53.75,115.89,6.52,29.55,1062.0,14.37,1.18,6.36,48.39,0.32,1.36,103.0
1888,70.78,154.34,8.97,32.33,1164.0,14.47,1.27,6.96,61.01,0.42,1.76,137.0
1889,55.66,118.07,12.1,33.05,1225.0,15.46,1.22,6.6,52.01,0.33,1.53,131.0
1890,57.89,111.38,6.09,28.68,1008.0,14.39,1.04,7.21,53.06,0.33,1.21,117.0
1891,41.84,83.19,5.52,23.14,804.0,13.61,0.94,8.07,50.82,0.43,1.85,100.0
1892,44.33,89.88,5.26,26.8,925.0,15.57,0.98,7.12,37.49,0.45,1.14,93.0
1893,38.66,84.01,3.91,21.71,694.0,14.03,0.88,6.71,40.31,0.37,1.11,91.0
1894,38.88,84.66,4.74,23.26,774.0,13.54,0.99,7.41,45.57,0.39,0.96,99.0
1895,41.48,89.64,3.92,22.84,735.0,12.71,0.94,7.08,50.57,0.33,1.53,93.0
1896,39.57,80.31,4.86,25.62,878.0,11.31,0.96,8.25,50.73,0.37,1.43,95.0
1897,34.62,78.55,6.45,28.58,990.0,10.85,1.05,6.36,49.83,0.46,1.15,97.0
1898,34.77,76.68,6.76,27.42,977.0,10.94,0.93,7.36,42.26,0.42,1.17,90.0
1899,29.97,72.04,5.47,27.04,941.0,10.8,0.91,6.65,38.8,0.38,3.09,86.0
1900,33.96,72.17,4.07,22.19,707.0,11.55,0.92,6.97,49.32,0.35,3.2,88.0
1901,26.15,71.05,4.54,21.45,724.0,11.07,0.84,6.75,36.51,0.31,2.81,79.0
1902,24.15,77.96,4.75,19.78,677.0,10.48,0.86,7.01,31.85,0.35,3.4,77.0
1903,29.66,72.55,4.54,24.72,826.0,11.06,0.9,7.25,39.28,0.38,3.03,78.0
1904,38.15,87.04,4.96,26.49,911.0,12.13,0.93,7.97,55.4,0.56,2.03,91.0
1905,43.31,94.45,3.79,23.38,748.0,13.53,0.98,6.97,53.12,0.5,1.98,100.0
1906,40.62,95.67,6.2,31.05,1075.0,13.76,1.06,6.75,59.91,0.8,1.68,103.0
1907,30.16,66.88,4.2,13.39,362.0,12.95,0.82,6.92,48.99,0.34,1.48,99.0
1908,40.28,82.77,4.01,20.12,612.0,13.99,1.05,6.03,42.02,0.34,1.47,85.0
1909,50.85,82.89,3.45,15.65,448.0,14.92,0.86,6.39,39.76,0.24,0.95,106.0
1910,25.25,48.81,2.62,9.73,251.0,11.91,0.76,7.92,38.24,0.17,0.47,70.0
1911,27.77,51.53,2.55,8.99,223.0,11.25,0.7,5.87,35.05,0.13,0.38,61.0
1912,27.47,51.79,3.22,9.44,244.0,11.09,0.85,6.49,35.6,0.14,0.37,67.0
1913,24.89,45.75,2.63,10.58,275.0,10.13,0.85,6.11,36.29,0.28,1.15,70.0
1914,28.45,47.23,2.99,12.22,344.0,10.41,0.85,6.37,37.19,0.36,1.48,66.0
1915,32.46,53.57,3.02,11.09,322.0,11.12,0.91,6.77,41.31,0.21,0.88,72.0
1916,22.01,48.55,2.9,10.09,265.0,10.45,0.83,5.11,42.69,0.11,0.43,68.0
1917,22.54,49.89,2.51,10.37,257.0,10.18,0.76,5.81,41.52,0.12,0.46,64.0
1918,27.12,58.49,2.43,9.58,234.0,10.92,0.86,5.56,46.12,0.11,0.52,70.0
1919,34.12,69.87,2.43,9.69,241.0,11.13,0.77,6.8,49.16,0.11,0.46,82.0
1920,31.93,63.83,2.43,9.23,227.0,11.25,0.72,6.51,43.88,0.25,1.0,74.0
1921,30.26,67.3,2.48,9.81,258.0,11.08,0.8,6.06,39.66,0.17,2.53,77.0
1922,22.68,50.53,2.34,11.52,264.0,11.69,0.71,4.44,42.79,0.15,11.08,65.0
1923,15.14,20.84,3.05,13.48,375.0,16.57,0.71,5.3,42.61,0.22,7.2,62.0
1924,18.39,28.13,2.74,13.73,359.0,13.03,0.72,5.55,52.65,0.26,6.3,67.0
1925,23.32,32.12,2.51,12.38,310.0,13.62,0.73,5.83,48.84,0.25,5.16,65.0
1926,30.06,22.69,3.98,11.5,253.0,13.71,0.67,6.1,47.67,0.25,7.31,76.0
1927,26.99,35.92,2.35,10.63,248.0,16.25,0.79,6.06,45.02,0.73,8.55,70.0
1928,22.38,35.49,2.68,11.74,291.0,13.94,0.72,4.78,47.0,0.57,9.9,64.0
1929,25.61,42.98,3.74,15.57,464.0,11.61,0.71,5.75,46.22,0.42,17.99,72.0
1930,30.24,52.51,3.61,15.73,454.0,10.46,0.69,6.34,46.63,0.32,11.75,72.0
1931,33.62,50.11,2.76,13.81,371.0,10.86,0.67,8.19,46.04,0.37,8.98,74.0
1932,25.27,42.7,2.65,12.73,327.0,9.91,0.73,6.55,43.3,0.44,9.63,66.0
1933,40.0,50.83,2.62,12.28,317.0,10.46,0.65,5.77,41.22,0.34,9.27,74.0
1934,34.03,46.7,2.53,11.74,278.0,10.25,0.72,5.59,39.05,0.25,3.7,94.0
1935,24.22,41.6,2.61,10.48,259.0,9.42,0.61,6.21,36.3,0.28,2.29,67.0
1936,19.42,31.92,2.57,10.76,261.0,9.03,0.55,6.75,32.7,0.16,2.23,53.0
1937,17.04,48.52,3.12,13.02,319.0,7.96,0.78,6.2,31.78,0.22,2.26,65.0
1938,19.95,50.26,2.71,10.17,254.0,8.33,0.68,6.79,34.71,0.19,2.56,71.0
1939,26.1,48.49,2.9,11.41,315.0,8.44,0.67,6.36,38.1,0.2,2.59,63.0
1940,26.25,65.58,3.38,13.05,409.0,9.74,0.75,6.54,34.36,0.59,3.18,69.0
1941,25.98,55.47,3.67,13.04,392.0,10.15,0.69,5.83,30.95,0.51,4.3,66.0
1942,21.32,43.11,3.03,11.76,308.0,9.89,0.82,5.47,37.25,0.25,1.68,61.0
1943,19.25,50.33,3.17,11.69,351.0,9.21,0.76,5.55,33.06,0.19,2.14,59.0
1944,20.74,55.81,2.71,11.24,302.0,10.71,0.79,5.86,33.9,0.21,1.66,71.0
1945,13.68,39.31,2.68,12.02,320.0,10.72,0.74,5.73,30.77,0.22,1.36,62.0
1946,20.3,54.56,4.21,15.27,477.0,8.07,0.75,5.45,32.26,0.36,1.36,61.0
1947,24.81,61.29,3.34,12.6,369.0,8.95,0.67,6.28,40.97,0.22,1.93,74.0
1948,18.36,50.84,3.13,14.26,395.0,7.84,0.8,6.19,38.88,0.3,1.52,72.0
1949,22.35,56.07,3.02,17.28,458.0,6.94,0.82,6.23,39.28,0.28,1.47,71.0
1950,26.1,71.6,2.7,18.88,500.0,6.47,0.86,7.16,42.46,0.25,1.19,79.0
1951,29.23,87.56,3.09,18.26,482.0,7.53,0.82,7.44,43.07,0.25,1.18,91.0
1952,23.02,64.54,2.81,17.4,447.0,8.56,0.93,6.85,38.88,0.22,1.51,85.0
1953,26.87,72.07,2.9,18.2,471.0,8.9,0.88,6.09,34.69,0.25,0.99,82.0
1954,17.61,52.32,3.0,16.86,451.0,7.94,0.77,7.14,31.87,0.28,1.2,73.0
1955,21.05,60.98,3.05,14.05,390.0,8.26,0.77,7.51,30.1,0.26,0.85,76.0
1956,24.29,59.49,3.02,13.18,333.0,8.84,0.77,6.93,34.13,0.22,1.48,78.0
1957,20.58,66.73,3.08,14.23,352.0,9.01,0.81,7.7,35.18,0.21,1.46,77.0
1958,15.43,70.53,3.19,14.13,366.0,8.98,0.73,6.05,26.07,0.24,1.61,82.0
1959,14.56,39.32,3.27,13.82,361.0,9.23,0.8,6.09,27.46,0.76,4.51,66.0
1960,24.81,58.72,3.9,15.82,427.0,10.15,0.74,6.12,33.15,0.38,2.55,66.0
1961,17.34,46.71,4.43,16.79,457.0,9.42,0.87,7.39,25.11,0.3,1.57,73.0
1962,23.44,56.99,3.89,18.22,482.0,10.07,0.96,7.06,32.49,0.35,1.16,74.0
1963,21.25,52.69,3.12,13.24,286.0,10.3,0.72,7.19,36.41,0.27,1.14,70.0
1964,16.82,47.84,7.57,12.91,271.0,10.52,0.85,6.14,35.55,0.22,1.13,68.0
1965,23.81,79.02,3.75,13.11,326.0,9.81,0.73,5.67,27.88,0.19,1.69,72.0
1966,17.9,64.0,4.3,13.77,400.0,8.9,0.72,6.05,26.03,0.18,1.53,79.0
1967,19.53,60.44,4.38,14.59,432.0,8.87,0.74,5.8,26.55,0.18,1.81,70.0
1968,18.13,56.21,4.32,15.13,445.0,8.98,0.79,5.59,34.42,0.2,1.47,68.0
1969,19.52,62.59,3.49,15.05,406.0,8.76,0.72,6.29,39.84,0.23,1.26,72.0
1970,18.62,66.58,3.28,13.03,313.0,8.97,0.59,5.64,27.7,0.19,1.79,66.0
1971,21.06,57.36,3.88,16.82,471.0,9.36,0.7,5.81,33.26,0.25,1.49,70.0
1972,22.25,71.59,4.18,16.47,467.0,9.58,0.76,6.38,34.72,0.26,1.95,66.0
1973,19.81,55.23,4.73,18.54,538.0,12.06,0.92,6.03,26.83,0.28,1.54,75.0
1974,28.46,55.7,4.48,14.85,439.0,9.1,0.66,6.24,27.7,0.4,1.83,74.0
1975,23.16,53.37,5.1,15.72,475.0,8.2,0.7,6.48,25.16,0.6,2.18,66.0
1976,15.87,42.52,4.12,18.27,490.0,8.7,0.74,6.27,24.01,0.58,1.96,72.0
1977,23.32,51.62,2.39,11.58,216.0,7.26,0.84,7.01,25.66,0.52,2.14,61.0
1978,9.16,22.16,2.64,9.72,182.0,5.7,0.6,6.78,20.96,0.52,2.56,49.0
1979,8.95,19.43,3.09,9.76,209.0,5.13,0.57,6.65,17.46,0.59,2.72,40.0
1980,9.69,19.34,4.22,9.78,231.0,4.92,0.6,6.85,19.62,0.67,2.76,42.0
1981,10.91,30.11,7.19,11.51,302.0,4.78,0.62,6.94,17.73,0.67,2.74,43.0
1982,22.88,48.48,3.88,19.65,547.0,5.64,0.66,7.12,18.92,0.92,1.77,55.0
1983,18.18,50.12,4.61,17.1,442.0,5.7,0.6,7.16,18.22,0.66,2.39,55.0
1984,17.6,45.11,3.45,13.32,297.0,5.31,0.57,7.11,14.91,0.73,2.63,55.0
1985,20.16,48.85,4.64,15.31,402.0,5.22,0.65,6.88,16.9,0.73,2.66,55.0
1986,21.7,52.5,4.65,15.48,442.0,5.64,0.62,6.99,16.73,0.71,2.57,58.0
1987,25.44,73.07,11.1,15.98,498.0,6.0,0.66,6.92,15.65,1.05,1.82,70.0
1988,16.53,39.75,5.74,14.7,455.0,5.76,0.67,6.99,12.9,1.03,2.25,59.0
1989,16.84,35.21,5.17,13.83,404.0,5.93,0.64,7.2,15.56,0.82,2.54,49.0
1990,16.79,42.32,5.42,14.67,451.0,6.57,0.72,7.33,15.52,0.81,2.3,50.0
1991,16.66,35.74,4.77,12.31,365.0,6.7,0.56,6.86,13.54,0.86,2.29,49.0
1992,19.57,36.58,5.15,13.01,405.0,6.55,0.62,7.68,16.22,0.63,2.25,47.0
1993,17.07,45.6,5.16,13.32,424.0,6.9,0.6,7.21,16.51,0.38,2.06,55.0
1994,18.29,56.47,5.9,14.1,480.0,6.48,0.65,7.74,13.01,0.27,2.64,57.0
1995,28.32,63.66,5.57,13.98,446.0,6.84,0.73,7.27,12.63,1.31,0.88,65.0
1996,21.55,57.17,4.82,13.87,421.0,6.54,0.66,7.22,12.34,0.45,0.94,65.0
1997,18.32,47.55,4.48,13.62,381.0,6.59,0.66,7.81,14.16,0.39,1.32,56.0
1998,18.18,42.05,4.6,12.45,377.0,6.5,0.54,7.47,13.37,0.37,1.55,52.0
1999,15.65,40.19,5.59,14.45,484.0,6.5,0.62,7.18,13.04,0.46,1.66,49.0
2000,20.38,49.93,5.16,14.6,473.0,6.76,0.62,6.98,17.72,0.39,1.6,56.0
2001,19.72,52.43,5.41,14.61,469.0,7.37,0.61,6.86,18.26,0.33,1.48,63.0
2002,16.93,40.06,6.01,17.67,550.0,7.42,0.74,7.73,19.58,0.4,1.52,63.0
2003,15.4,28.66,4.42,14.29,408.0,7.32,0.61,7.45,19.53,0.25,1.43,58.0
2004,16.6,29.48,3.06,13.68,306.0,6.88,0.67,7.29,15.69,0.21,1.18,51.0
2005,20.44,26.34,2.69,10.33,221.0,6.58,0.66,6.6,17.59,0.12,0.94,61.0
2006,28.68,29.27,3.62,12.12,297.0,6.8,0.56,6.33,16.99,0.17,1.17,65.0
