Date,AvgAQI,AvgPM2.5,AvgPM10,AvgNO,AvgNH3,AvgCO,AvgSO2
02-07-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
03-07-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
04-07-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
05-07-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
06-07-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
07-07-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
08-07-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
09-07-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
10-07-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
11-07-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
12-07-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
13-07-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
14-07-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
15-07-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
16-07-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
17-07-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
18-07-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
19-07-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
20-07-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
21-07-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
22-07-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
23-07-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
24-07-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
25-07-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
26-07-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
27-07-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
28-07-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
29-07-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
30-07-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
31-07-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
01-08-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
02-08-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
03-08-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
04-08-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
05-08-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
06-08-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
07-08-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
08-08-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
09-08-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
10-08-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
11-08-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
12-08-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
13-08-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
14-08-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
15-08-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
16-08-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
17-08-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
18-08-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
19-08-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
20-08-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
21-08-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
22-08-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
23-08-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
24-08-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
25-08-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
26-08-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
27-08-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
28-08-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
29-08-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
30-08-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
31-08-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
01-09-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
02-09-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
03-09-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
04-09-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
05-09-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
06-09-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
07-09-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
08-09-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
09-09-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
10-09-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
11-09-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
12-09-2018,96.94794521,38.68334247,85.69106849,12.97090411,17.73139726,0.912082192,5.997205479
