Date,PM2.5,PM10,NO,NH3,CO,SO2,AQI_Bucket,AQI
10-02-2016,84.32,256.75,5.88,20.63,2.2,14.25,Moderate,191
11-02-2016,91.95,190.47,5.85,17.12,2.06,23.66,Poor,203
12-02-2016,83.66,164.48,6.15,19.85,1.7,5.25,Moderate,154
13-02-2016,85.96,146.45,8.34,17.34,1.69,4.73,Moderate,160
14-02-2016,62.08,113.87,20.4,15.09,1.46,3.14,Moderate,136
15-02-2016,56.57,100.3,10.84,40.86,1.73,4.27,Moderate,107
16-02-2016,42.58,108.68,9.51,27.19,1.51,3.45,Satisfactory,88
17-02-2016,49.6,145.32,9.96,24.05,1.66,4.46,Moderate,105
18-02-2016,54.56,138.17,10.56,,1.51,4.12,Moderate,111
19-02-2016,44.26,146.23,10.47,25.75,1.51,3.9,Moderate,117
20-02-2016,53.12,116.89,9.46,29.92,1.47,3.2,Moderate,113
21-02-2016,57.32,107.54,10.18,29.87,1.45,2.88,Moderate,115
22-02-2016,90.07,127.67,7.72,29.34,1.57,3.26,Moderate,145
23-02-2016,134.69,142.12,4.88,30.6,1.12,2.99,Moderate,177
24-02-2016,110.05,100.07,11.92,28.79,0.94,4.85,Moderate,198
25-02-2016,66.98,100.6,9.08,27.07,0.73,6.91,Moderate,165
26-02-2016,51.96,102.39,10.53,24.1,0.94,5.29,Moderate,124
27-02-2016,36.28,98.29,12.77,5.47,0.81,3.09,Satisfactory,88
28-02-2016,35.63,115.9,12.59,4.09,0.79,3.52,Satisfactory,88
29-02-2016,41.64,144.04,11.73,3.83,1.01,3.16,Moderate,105
01-03-2016,39.21,154.64,42.33,13.53,0.84,3.5,Moderate,118
02-03-2016,42.17,134.78,19.36,22.47,0.56,2.24,Moderate,132
03-03-2016,54.91,148.57,6.3,22.73,0.58,1.91,Moderate,121
04-03-2016,54.04,137.04,9.52,21.95,0.62,2.45,Moderate,136
05-03-2016,55.72,132.73,5.47,23.49,1.68,2.36,Moderate,153
06-03-2016,45.98,120.86,3.63,23.84,0.77,2.12,Moderate,135
07-03-2016,43.69,120.32,4.16,23.77,0.58,2.05,Moderate,111
08-03-2016,44.74,122.4,10.23,23.93,1.41,2.82,Moderate,135
09-03-2016,51.06,150.19,10.44,33.25,0.97,4.02,Moderate,123
10-03-2016,53.1,161.1,13.13,31.23,1.51,3.14,Moderate,146
11-03-2016,60.7,173.24,13.82,33.7,1.03,3.61,Moderate,155
12-03-2016,59.53,163.88,7.19,26.04,0.86,3,Moderate,144
13-03-2016,64.29,144.67,5.68,21.27,0.57,2.75,Moderate,149
14-03-2016,67.65,148.74,6.95,23.37,0.79,2.95,Moderate,158
15-03-2016,68.48,144.33,15.88,24.7,1.28,2.93,Moderate,175
16-03-2016,76.33,144.2,11.08,36.52,1.19,2.85,Moderate,139
17-03-2016,72.22,151.36,11.89,29.15,0.89,3.24,Moderate,145
18-03-2016,60.58,194,7.91,26.55,0.96,2.89,Moderate,151
19-03-2016,98.29,206.35,10.49,29.65,1.22,2.53,Moderate,158
20-03-2016,239.54,189.8,3.12,27.35,1.2,1.57,Poor,253
21-03-2016,121.43,164.52,8.95,32.86,0.91,2.47,Poor,264
22-03-2016,66.36,190.04,9.51,32.7,0.98,3.93,Moderate,155
23-03-2016,29.73,186.28,10.09,29.53,0.52,2.38,Moderate,137
24-03-2016,34.49,180.42,7.52,24.5,0.92,3.92,Moderate,119
25-03-2016,32.59,183.03,4.59,22.9,0.9,3.22,Moderate,137
26-03-2016,56.05,165.97,6.3,32.86,2.11,5.56,Moderate,149
27-03-2016,63.5,175.45,4.97,42.56,0.82,5.39,Moderate,156
28-03-2016,57.92,157.8,6.37,50,0.86,6.06,Moderate,123
29-03-2016,48.28,162.1,5.17,24.05,0.87,3.42,Moderate,118
30-03-2016,42.65,142.17,5.45,22.67,0.86,4.7,Moderate,107
31-03-2016,50.78,156.52,5.35,23.75,0.82,3.72,Moderate,111
01-04-2016,49.33,150.05,7.72,23.19,0.87,4.51,Moderate,106
02-04-2016,51.78,159.41,10.62,29.64,0.62,2.51,Moderate,112
03-04-2016,53.54,157.92,8.11,19.18,1,2.97,Moderate,110
04-04-2016,54.8,165.25,12.49,45.69,0.85,4.65,Moderate,114
05-04-2016,49.84,215.52,19.66,22.62,1.11,4.27,Moderate,118
06-04-2016,63.16,254.77,7.65,28.88,1.18,3.67,Moderate,154
07-04-2016,46.24,208.97,3.14,23.17,1.19,3.17,Moderate,179
08-04-2016,34.18,318.02,3.97,19.5,1.03,2.2,Moderate,102
09-04-2016,33.01,152.78,27.61,18.87,1.13,3.61,Moderate,170
10-04-2016,31.3,144.68,4.2,16.4,1.03,2.75,Moderate,112
11-04-2016,31.68,159.23,4.37,20.63,1.86,2.87,Moderate,138
12-04-2016,36.98,177.82,3.86,17.27,1.25,3.1,Moderate,121
13-04-2016,36.88,159.45,16.58,30.91,0.81,5.44,Moderate,118
14-04-2016,35.46,224.24,9.73,25.67,1.08,3.19,Moderate,171
15-04-2016,35.31,196.65,6.29,26.03,1.07,3.9,Moderate,156
16-04-2016,34.85,171.26,4.84,26.81,1.02,3.06,Moderate,140
17-04-2016,36.9,145.98,3.37,24.31,0.78,2.36,Moderate,114
18-04-2016,38.81,158.75,5.65,25.84,1.37,2.74,Moderate,138
19-04-2016,34.65,134.47,4.35,25.01,1.87,2.71,Moderate,137
20-04-2016,31.89,160.06,4.69,25.6,1.65,3.82,Moderate,134
21-04-2016,33.61,168.98,5.82,22.65,0.64,6.92,Moderate,119
22-04-2016,34.83,130.54,6.28,26.41,0.94,4.09,Satisfactory,98
23-04-2016,39.01,107.52,9.13,27.43,0.98,3.9,Moderate,107
24-04-2016,39.53,92.73,7.26,20.86,2.09,4.16,Moderate,150
25-04-2016,37.17,103.22,6.77,25.49,0.71,3.39,Satisfactory,94
26-04-2016,39.88,68.46,7.67,24.94,0.72,3.74,Satisfactory,85
27-04-2016,32.59,56.09,5.91,19.65,1.53,5.23,Moderate,115
28-04-2016,47.42,54.05,20.84,18.06,0.6,5.65,Satisfactory,74
29-04-2016,48.78,58.28,5.64,17.12,0.67,4.34,Satisfactory,88
30-04-2016,46.6,59.08,9.97,17.48,0.82,4.12,Satisfactory,86
01-05-2016,35.86,63.4,4.47,16.11,0.49,4.17,Satisfactory,87
02-05-2016,39.87,63.61,8.72,19.71,0.62,5.62,Satisfactory,99
03-05-2016,40.79,63.42,6.61,20.1,0.6,4.37,Satisfactory,80
04-05-2016,57.96,56.57,4.08,16.71,0.55,4.58,Moderate,102
05-05-2016,46,58.14,13.5,17.66,0.66,7.17,Satisfactory,76
06-05-2016,23.99,35.12,2.85,16.79,1.15,4.1,Satisfactory,59
07-05-2016,27.21,44.02,26.89,17.82,0.69,3.15,Satisfactory,67
08-05-2016,26.43,42.02,69.97,16.68,0.6,2.89,Moderate,107
09-05-2016,20.46,34.82,6.44,16.5,0.6,3.66,Satisfactory,95
10-05-2016,32.5,230.2,5.74,16.75,0.99,4.01,Satisfactory,72
11-05-2016,57.81,50.58,4.39,16.13,0.88,3.11,Satisfactory,91
12-05-2016,31.19,54.8,7.37,19.08,0.67,3.77,Satisfactory,88
13-05-2016,34.06,45.82,5.54,23.06,0.72,4.08,Satisfactory,86
14-05-2016,33.05,52.87,22.08,,0.61,2.78,Satisfactory,78
15-05-2016,28.39,46.27,4.27,,0.46,2.94,Satisfactory,65
16-05-2016,27.01,39.39,6.67,19.96,0.91,4.16,Good,50
17-05-2016,36.67,42.55,5.28,11.28,0.61,3.71,Satisfactory,74
18-05-2016,27.51,41.15,11.01,36.19,0.47,5.04,Good,47
19-05-2016,28.47,29.97,2.66,7.22,0.56,4.42,Good,46
20-05-2016,22.27,33.48,2.09,7.84,0.52,3.81,Good,48
21-05-2016,42.52,41.96,1.96,8.66,0.42,4.46,Good,35
22-05-2016,152.94,43.16,1.41,9.56,1.08,3.36,Satisfactory,83
23-05-2016,28.65,52.72,1.84,9.71,0.78,3.91,Moderate,173
24-05-2016,25.75,40.98,1.55,10.37,0.42,4.91,Good,50
25-05-2016,,32.45,2.12,24.05,0.43,5.53,Good,37
26-05-2016,,34.84,1.87,21.54,0.49,7,Good,33
27-05-2016,,39.88,1.78,21.52,0.43,5.81,Good,38
28-05-2016,,36.26,1.82,21.36,0.43,4.2,Good,38
29-05-2016,,19.21,1.69,17.98,0.49,2.55,Good,27
30-05-2016,35.98,29.59,3.03,30.8,0.76,4.5,Good,26
31-05-2016,27.6,32.09,5,56.94,0.65,4.83,Good,47
01-06-2016,17.15,26.07,4.41,75.14,0.4,4.74,Good,49
02-06-2016,17.71,21.58,3.79,29.71,0.43,2.68,Good,43
03-06-2016,,33.69,2.59,,0.39,1.9,Good,29
04-06-2016,,28.67,2.41,,0.41,2.15,Good,30
05-06-2016,,32.38,2.18,,0.36,2.18,Good,33
06-06-2016,,21.86,2.14,,0.33,1.82,Good,26
07-06-2016,,20.31,2.6,,0.36,1.69,Good,23
08-06-2016,,19.38,2.25,,0.34,2.24,Good,20
09-06-2016,,20.5,2.23,,0.38,2.14,,
10-06-2016,,19.97,2.3,,0.37,2.28,Good,20
11-06-2016,,21.74,2.11,,0.35,2.17,Good,20
12-06-2016,,24.12,2.01,,0.34,1.99,Good,23
13-06-2016,,23.79,2.28,,0.34,2.16,Good,26
14-06-2016,,23.6,2.62,,0.41,2.02,Good,23
15-06-2016,,38.42,2.47,,0.4,2.09,Good,26
16-06-2016,,27.07,2.27,,0.34,2,Good,40
17-06-2016,33.9,48.51,5.99,38.77,0.97,3.39,Good,28
18-06-2016,31.98,80.7,7.93,34.41,3.8,4.05,Moderate,156
19-06-2016,26.77,105.43,6.42,31.78,4.02,4.64,Moderate,195
20-06-2016,27.61,72.63,9.28,37.12,2.12,4.5,Moderate,137
21-06-2016,28.24,194.62,6.57,36.79,0.47,7.48,Satisfactory,71
22-06-2016,29.83,23.86,5.48,32.55,0.33,1.79,Satisfactory,77
23-06-2016,19,15.46,3.39,32.35,1.61,1.9,Moderate,143
24-06-2016,15.04,23.51,3.91,30.59,5.43,1.73,Moderate,181
25-06-2016,,,,,,,Good,31
26-06-2016,,,,,,,,
27-06-2016,16.54,48.92,9.12,43.21,3.02,2.1,Good,33
28-06-2016,27.23,34.13,8.54,45.56,3.63,1.87,Moderate,151
29-06-2016,115.98,17.1,8.59,44.18,2.48,1.58,Moderate,174
30-06-2016,13.95,48.92,7.33,37.66,3.55,1.86,Moderate,154
01-07-2016,25,35.36,5.42,41.94,5.62,1.26,Poor,208
02-07-2016,31.8,9.93,3.27,35.09,6.28,1.1,Moderate,192
03-07-2016,17.36,30.52,10.96,29.15,7.87,1.54,Poor,238
04-07-2016,19.4,112.27,12.8,32.37,4.04,1.86,Moderate,160
05-07-2016,18.36,57.25,10.01,31.94,2.27,2.18,Satisfactory,83
06-07-2016,17.26,42.66,6,32.42,0.42,1.77,Satisfactory,56
07-07-2016,15.02,33.56,3.18,35.53,1.28,2.96,Moderate,141
08-07-2016,,49.66,8.12,28.85,0.57,5.22,Good,43
09-07-2016,,51.22,7.27,28.08,0.46,4.04,Satisfactory,65
10-07-2016,8.98,27.9,3.12,25.57,0.38,2.23,Good,30
11-07-2016,,51.32,3.64,24.14,0.53,3.13,Good,40
12-07-2016,,41.88,3.17,17.58,1.51,3.46,Satisfactory,54
13-07-2016,,40.21,3.27,14.47,0.55,1.94,Good,41
14-07-2016,,52.13,6.23,18.34,0.61,2.89,Good,42
15-07-2016,,39.43,9.54,15.33,1.48,2.96,Satisfactory,54
16-07-2016,,33.87,13.06,,0.69,2.8,Satisfactory,61
17-07-2016,,42.24,10.92,12.73,0.74,1.84,Satisfactory,70
18-07-2016,218.17,30.53,5.39,15.8,2.63,3.62,Satisfactory,62
19-07-2016,55.51,25.62,4.49,18.58,5.8,2.87,Very Poor,308
20-07-2016,25.56,29.45,5.78,14.64,0.46,4.45,,
21-07-2016,26.7,21.82,30.59,11.35,0.48,2.77,,
22-07-2016,20.15,77.75,19.25,17.94,0.75,2.87,,
23-07-2016,,56.61,11.65,,0.51,2.31,Satisfactory,82
24-07-2016,12.42,,6.1,8.41,5.23,0.87,,
25-07-2016,11.01,112.53,11.53,8.36,0.64,2.96,,
26-07-2016,32.56,,4.66,10.29,1.01,1.39,,
27-07-2016,22.79,,6.29,15.69,,4.7,Good,36
28-07-2016,17,97.59,10.12,15.8,0.91,1.58,Good,36
29-07-2016,22.19,46.72,11.37,10.82,0.53,1.06,Satisfactory,55
30-07-2016,8.74,62.96,9.58,13.48,0.47,1.28,Satisfactory,58
31-07-2016,18.9,138.45,24.37,21.24,0.83,1.86,Good,37
01-08-2016,17.54,69.17,39.37,2.09,0.58,2.44,Satisfactory,72
02-08-2016,20.06,95.02,6.15,0.15,0.69,1.53,Good,33
03-08-2016,19.91,77.41,8.17,0.68,0.63,1.63,Satisfactory,53
04-08-2016,14.66,51.42,6.68,0.33,0.45,1.52,Satisfactory,64
05-08-2016,,34.42,3.89,,0.61,2.85,,
06-08-2016,,,,,0,,,
07-08-2016,,,,,0,,,
08-08-2016,,38.47,2.9,,0.01,3.96,,
09-08-2016,,38.09,2.87,,0.05,4.63,,
10-08-2016,,,,,0,,,
11-08-2016,31.42,60.6,4.21,40.48,1.37,2.3,,
12-08-2016,25.09,,5.21,40.88,45.96,1.24,Good,46
13-08-2016,21.94,,5.07,40.67,47.93,1.37,Good,37
14-08-2016,21.57,97.04,5.63,40.59,3.59,1.75,Good,38
15-08-2016,14.38,61.19,4.9,40.86,3.34,2.31,Good,49
16-08-2016,101.09,55.19,5.23,40.69,0.56,3.03,Satisfactory,71
17-08-2016,33.05,83.6,6.58,40.91,1.59,2.63,Poor,229
18-08-2016,39.14,63.13,4.93,40.66,0.52,2.72,Satisfactory,68
19-08-2016,41.43,18.46,5.95,40.69,0.47,2.87,Satisfactory,64
20-08-2016,100.39,13.98,5.88,40.31,0.49,3.66,Satisfactory,62
21-08-2016,56.45,11.73,4.82,40.82,0.41,2.72,Satisfactory,66
22-08-2016,35.4,29.35,4.85,40.19,0.22,2.88,Good,45
23-08-2016,43.43,77.31,4.74,40.51,0.38,3.06,Satisfactory,66
24-08-2016,34.99,73.18,4.35,40.31,0.41,3.13,Satisfactory,71
25-08-2016,15.02,62.79,3.54,41.23,0.59,4.94,Satisfactory,75
26-08-2016,29.31,51.59,4.63,40.74,0.39,3.39,Satisfactory,62
27-08-2016,19.65,66.91,4.85,40.27,0.55,3.66,Satisfactory,77
28-08-2016,6.82,58.75,49.24,39.99,0.31,4.72,Good,48
29-08-2016,27.16,59.6,4.61,40.64,0.77,4.62,Good,47
30-08-2016,27.9,33.7,5.05,40.42,0.38,3.08,Satisfactory,57
31-08-2016,35.17,51.69,3.61,40.41,0.42,3.7,Good,49
01-09-2016,37.57,46.28,4.82,40.49,0.48,3.72,Satisfactory,57
02-09-2016,23.25,72.41,4.13,40.36,0.48,4.45,Satisfactory,74
03-09-2016,31.08,74.7,4.38,40.4,0.51,2.9,Satisfactory,68
04-09-2016,37.35,59.38,3.16,40.42,0.38,2.33,Satisfactory,71
05-09-2016,22.49,51.96,2.72,40.48,0.3,2.78,Satisfactory,55
06-09-2016,37.14,64.32,4.29,40.36,0.43,2.93,Satisfactory,59
07-09-2016,28.89,53.47,3.55,40.83,0.53,2.85,Satisfactory,60
08-09-2016,28.25,65.4,12.9,40.73,0.5,2.61,Satisfactory,55
09-09-2016,,55.92,8.49,,0.4,3.09,Satisfactory,68
10-09-2016,43.95,68.24,4.78,104.81,0.57,3.55,Satisfactory,84
11-09-2016,24.72,57.37,4.12,43.84,0.36,3.77,Satisfactory,64
12-09-2016,,62.86,5.69,,0.36,5.42,Satisfactory,60
13-09-2016,23.04,48.92,5.23,43.25,0.41,9.3,Satisfactory,60
14-09-2016,13.59,45.66,3.62,43.42,0.52,2.96,Satisfactory,60
15-09-2016,11.1,41.09,8.1,39.83,0.97,3.76,Satisfactory,74
16-09-2016,32.23,57.94,10.28,13.14,0.89,7.68,Satisfactory,66
17-09-2016,41.01,79.93,8.32,5.14,0.8,4.59,Satisfactory,70
18-09-2016,30.9,80.19,7.57,,0.51,4.13,Satisfactory,78
19-09-2016,26.31,49.89,4.44,24.8,0.25,3.38,Satisfactory,58
20-09-2016,32.98,44.55,4.23,30.77,0.2,4.3,Good,47
21-09-2016,43.4,33.79,4.89,55.78,0.38,5.07,Good,40
22-09-2016,32.46,52.66,4.99,35.92,0.52,4.53,Satisfactory,58
23-09-2016,26.6,103.69,6.32,120.07,0.46,5.37,Satisfactory,76
24-09-2016,39.41,102.24,7.88,84.68,0.52,3.87,Moderate,102
25-09-2016,10.22,131.33,5.23,,0.43,4.44,Satisfactory,84
26-09-2016,16.88,116.82,4.73,49.59,0.71,4.02,Satisfactory,90
27-09-2016,17.1,105.03,4.98,,0.64,4.07,Satisfactory,85
28-09-2016,46.14,95.12,5.1,28.28,1.08,5.66,Satisfactory,83
29-09-2016,55.24,71,5.51,36.38,1.13,4.08,Moderate,114
30-09-2016,75.42,121.03,3.75,55.12,0.46,4.5,Moderate,150
01-10-2016,65.16,100.91,8.31,55.14,0.51,4.53,Moderate,124
02-10-2016,,102.73,14.91,,0.61,4.77,Moderate,104
03-10-2016,,122.73,12.34,,0.51,4.42,Moderate,114
04-10-2016,70.57,112.72,7.54,55.41,0.49,4.57,Moderate,111
05-10-2016,69.14,94.23,10.26,56.1,1.45,8.5,Moderate,101
06-10-2016,54.75,81.36,8.6,55.42,0.55,10.84,Satisfactory,89
07-10-2016,41.7,139.73,11.37,55.17,0.73,4.57,Moderate,103
08-10-2016,27.31,91.1,10.57,38.9,0.56,4.59,Satisfactory,91
09-10-2016,13.51,85.18,7.51,15.05,1.11,4.26,Satisfactory,83
10-10-2016,18.96,72.83,6.87,15.09,0.85,4.12,Moderate,129
11-10-2016,14.61,70.21,6.43,15.11,0.73,3.97,Satisfactory,78
12-10-2016,21.3,74.85,9.64,15.12,1.08,4.5,Satisfactory,75
13-10-2016,25.15,66.38,14.37,15.12,1.97,3.65,Moderate,141
14-10-2016,24.23,,9,15.13,0.51,4.65,Satisfactory,69
15-10-2016,35.18,154.1,18.71,15.02,0.2,4.22,Satisfactory,58
16-10-2016,32.41,155.04,20.35,,0,7.07,Satisfactory,73
17-10-2016,56.36,182.16,16.27,14.45,0.52,6.24,Satisfactory,85
18-10-2016,53.43,180.64,15.26,14.91,0.73,7.21,Moderate,183
19-10-2016,44.05,191.47,17.12,,0,6.02,Satisfactory,85
20-10-2016,62.36,181.92,16.5,15.14,0.37,6.46,Satisfactory,75
21-10-2016,62.74,191.9,16.25,19.99,1.12,8.07,Moderate,132
22-10-2016,97.17,195.61,15.42,39.56,0.75,10.52,Moderate,176
23-10-2016,67.85,184.81,17.7,24.4,1.2,7.36,Moderate,184
24-10-2016,58.78,179.79,17.97,23.24,1.18,9.87,Moderate,127
25-10-2016,80.99,224.1,14.17,33.13,1.64,8.46,Moderate,163
26-10-2016,68.17,116.92,8.27,40.67,1.16,4.9,Moderate,164
27-10-2016,59.61,137.68,8.04,37.52,0.83,4.28,Moderate,132
28-10-2016,62.38,123.91,12.29,34.9,0.8,9.04,Moderate,116
29-10-2016,78.74,130.99,10.07,35.3,3.1,4.31,Moderate,174
30-10-2016,60.79,130.15,9.82,41.04,2.97,3.75,Moderate,188
31-10-2016,36.92,95.71,13.39,38.42,0.55,4.92,Satisfactory,88
01-11-2016,21.2,,3.94,37.58,0.28,5.34,Satisfactory,51
02-11-2016,31.26,142.2,16.42,36.28,0.42,3.29,Satisfactory,57
03-11-2016,34.79,111.6,22.62,37.76,1.37,2.49,Satisfactory,82
04-11-2016,55.92,118.8,12.26,36.05,0.85,4.84,Satisfactory,88
05-11-2016,55.03,117.02,8.25,28.78,1.16,4.69,Moderate,111
06-11-2016,41.23,69.46,2.8,27.28,0.7,3.85,Satisfactory,90
07-11-2016,43.91,100.27,3.56,29.92,0.83,2.83,Satisfactory,78
08-11-2016,52.08,109.02,8.9,29.57,0.83,6.29,Satisfactory,94
09-11-2016,46.94,120.41,7.62,28.86,0.62,5.16,Satisfactory,95
10-11-2016,49.03,130.54,8.22,27.67,0.76,6.34,Moderate,112
11-11-2016,57.78,150.94,10.46,29.6,0.73,7.64,Moderate,124
12-11-2016,52.72,127.44,7.61,30.49,0.72,8.28,Moderate,122
13-11-2016,38.42,121.18,10.83,39.82,0.63,4.93,Satisfactory,99
14-11-2016,29.96,82.83,10.55,31.52,0.37,5.26,Good,44
15-11-2016,27.64,56.85,7.72,14.03,0.91,5.02,Good,38
16-11-2016,35.8,130.25,10.26,24.15,1.9,5.08,Moderate,102
17-11-2016,40.13,133.97,11.92,34.63,0.99,2.97,Moderate,189
18-11-2016,43.6,135.71,8.35,24.55,0.57,2.5,Moderate,101
19-11-2016,48.93,,3.22,24.89,0.62,2.78,Satisfactory,86
20-11-2016,42.21,,4.16,,0.46,2.34,Satisfactory,95
21-11-2016,102.01,182.79,14.76,31.02,0.69,3.9,Moderate,120
22-11-2016,91.6,141.03,9.41,39.39,3,7.56,Moderate,101
23-11-2016,47.76,173.09,10.82,39.88,2.6,6.66,Very Poor,335
24-11-2016,86.62,152.15,9.06,19.16,1.05,4.88,Moderate,140
25-11-2016,46.12,158.04,12.75,17.7,1.22,4.01,Moderate,133
26-11-2016,46.87,164.12,14.9,17.32,0.89,3.63,Moderate,113
27-11-2016,53.71,171.52,17.18,17.2,0.85,3.52,Moderate,117
28-11-2016,49.9,176.99,15.78,27.25,0.67,6.79,Moderate,124
29-11-2016,59.3,194.37,11.64,27.55,0.81,11.63,Moderate,120
30-11-2016,49.69,170.26,9.74,26.58,1.88,5.34,Moderate,160
01-12-2016,45.84,137.86,12.77,27.97,0.87,4.93,Moderate,114
02-12-2016,22.14,78.55,10.95,30,0.72,3.55,Moderate,103
03-12-2016,18.3,102.86,14.52,37.49,0.82,4.06,Satisfactory,67
04-12-2016,24.44,136.05,10.4,28.44,1.66,3.15,Moderate,125
05-12-2016,23.63,124.78,14.4,29.23,2.95,4.43,Poor,209
06-12-2016,36.97,155.51,14.79,27.6,1.7,3,Moderate,200
07-12-2016,40.72,132.73,14.55,26.04,0.65,3.63,Moderate,101
08-12-2016,32.59,128.54,15.8,26.6,0.69,5.58,Satisfactory,85
09-12-2016,44.96,135,10.65,24.42,1.19,6.68,Moderate,163
10-12-2016,30.37,124.8,7.35,24,0.46,3.47,Satisfactory,75
11-12-2016,24.98,138.06,10.07,32.37,1.76,8.15,Moderate,132
12-12-2016,42.19,131.75,4.07,28.36,1.46,6.85,Moderate,119
13-12-2016,204.25,,1.55,37.1,0.97,7.88,Very Poor,342
14-12-2016,30.72,180.88,8.36,25.14,0.54,2.62,Moderate,104
15-12-2016,28.47,142.64,14.16,27.42,1.15,3.72,Satisfactory,93
16-12-2016,34.57,137.45,14.64,36.2,1.39,4.25,Moderate,134
17-12-2016,36.97,143.58,8.67,23.44,1.63,4.35,Moderate,103
18-12-2016,35.21,130.91,7.48,28.81,0.79,4.81,Satisfactory,90
19-12-2016,37.8,144.73,8.19,20.01,0.73,4.27,Satisfactory,97
20-12-2016,19.09,121.19,6.35,18.42,0.71,3.75,Satisfactory,93
21-12-2016,19.68,99.9,6.17,16.41,0.46,4.19,Satisfactory,74
22-12-2016,39.64,176.96,7.26,17.54,0.28,4.74,Satisfactory,75
23-12-2016,43.67,150.64,15.23,17.39,0.74,7.81,Satisfactory,100
24-12-2016,57.79,141.76,14.19,18.3,0.62,7.79,Moderate,112
25-12-2016,39.11,145.35,5.4,17.31,0.71,4.93,Moderate,114
26-12-2016,34.02,121.66,7.15,17.08,0.84,5.17,Moderate,104
27-12-2016,53.5,111.09,5.22,16.9,0.7,7.04,Satisfactory,90
28-12-2016,38.53,80.87,2.34,17.07,0.2,4.32,Satisfactory,84
29-12-2016,44.9,112.78,7.43,16.91,0.46,5.6,Satisfactory,76
30-12-2016,54.65,134.46,9.58,17.46,0.57,5.58,Satisfactory,93
31-12-2016,40.96,128.38,9.9,17.59,0.74,4.92,Moderate,106
01-01-2017,20.13,105.61,7.33,,0.77,4.8,Satisfactory,88
02-01-2017,19.61,105.34,8.81,17.62,0.68,4.93,Satisfactory,83
03-01-2017,26.66,106.4,9.8,19.41,0.74,4.95,Satisfactory,87
04-01-2017,36.93,118.86,6.9,24.85,0.76,4.58,Satisfactory,91
05-01-2017,36.09,114.62,7.03,25.09,0.63,4.57,Satisfactory,85
06-01-2017,41.53,131.53,7.88,24.47,0.59,4.32,Satisfactory,88
07-01-2017,47.48,140.54,7.12,25.17,0.79,5.57,Moderate,106
08-01-2017,37.61,124.94,4.72,25.52,0.67,4.83,Satisfactory,95
09-01-2017,43.11,136.23,8.29,24.41,0.86,8.12,Satisfactory,87
10-01-2017,74.1,125.23,4.58,24.92,0.61,5.51,Moderate,130
11-01-2017,42.42,142.13,6.56,25.29,1.02,5.96,Moderate,132
12-01-2017,24.26,140.88,7.53,26.47,0.68,3.72,Moderate,110
13-01-2017,31.22,108.09,4.05,26.04,0.55,3.67,Satisfactory,91
14-01-2017,29.21,,2.03,24.76,0,3.29,Satisfactory,78
15-01-2017,26.3,,1.37,23.31,0,3.07,Satisfactory,71
16-01-2017,31.65,128.58,7.04,23.82,0.53,5.25,Satisfactory,66
17-01-2017,37.02,130.28,9.83,23.88,1.3,7.6,Satisfactory,94
18-01-2017,39.68,111.56,7.37,22.76,0.67,6.18,Moderate,117
19-01-2017,31.59,104.2,10.26,23.03,1.03,5.81,Satisfactory,87
20-01-2017,39.92,116.54,11.78,24.05,0.6,5.54,Satisfactory,85
21-01-2017,40.34,103.46,16.09,23.84,0.61,6.9,Satisfactory,98
22-01-2017,,102.7,17.23,,0.58,7.09,Satisfactory,98
23-01-2017,49.45,125.79,16.15,22.23,0.71,6.9,Moderate,111
24-01-2017,41.55,121.2,8.58,23.95,5.28,6.23,Satisfactory,100
25-01-2017,34.96,114.94,7.97,23.3,6.42,4.81,Moderate,168
26-01-2017,27.04,109.75,5.55,24.99,7.32,3.67,Moderate,182
27-01-2017,23.36,87.39,12.36,27.95,8.19,5.81,Moderate,174
28-01-2017,10.26,65.08,12.63,,7.67,5.34,Poor,210
